file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
"Data_Abstract/Springer Database/Computational Optimization and Applications/100January 2007, Issue 1/paper1.txt",Newton-KKT interior-point methods for indefinite quadratic programming,0.01788652618232319,0.003716616227697188,0.0,0.028614470967698136,0.11416790078974065,0.09710835269245212
"Data_Abstract/Springer Database/Computational Optimization and Applications/100January 2007, Issue 1/paper2.txt",Absolute value programming,0.006716683938755071,0.01800342906856971,0.033694656399169146,0.037923303823680865,0.05074781357550875,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/100January 2007, Issue 1/paper3.txt",Inverse sorting problem by minimizing the total weighted number of changes and partial inverse sorting problems,0.0,0.005222305545421112,0.13641843408591334,0.011778608824238382,0.0,0.00577459234721765
"Data_Abstract/Springer Database/Computational Optimization and Applications/100January 2007, Issue 1/paper4.txt",Convex programming with single separable constraint and bounded variables,0.0005725556297889128,0.00491322276514044,0.03312383969663518,0.14196684515986074,0.08055590791504602,0.030308719676854032
"Data_Abstract/Springer Database/Computational Optimization and Applications/100January 2007, Issue 1/paper5.txt",Automatic differentiation of explicit Runge-Kutta methods for optimal control,0.04291623197475809,0.15789616827971645,0.0,0.007066838016005383,0.0,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/100January 2007, Issue 1/paper6.txt",Adjoint concepts for the optimal control of Burgers equation,0.02287359821116649,0.17627115392746387,0.0035300706771102587,0.0,0.002771457618744104,0.03597670663302489
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper1.txt",Inexact constraint preconditioners for linear systems arising in interior point methods,0.02624272054499697,0.004756390938174268,0.005396259508858448,0.0,0.10633778001837947,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper10.txt",Matching-based preprocessing algorithms to the solution of saddle-point problems in large-scale nonconvex interior-point optimization,0.026783616552698276,0.0412874416625734,0.01554648913827766,0.0,0.1665940216759014,0.003992741201842294
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper2.txt",Using a hybrid preconditioner for solving large-scale linear systems arising from interior point methods,0.032635537550686655,0.005632714073865332,0.027826169052268257,0.0,0.12832113195412342,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper3.txt",Stopping criteria for inner iterations in inexact potential reduction methods: a computational study,0.03309090987479321,0.0,0.016287691801121686,0.0,0.08472216347551269,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper4.txt",An interior-point approach for primal block-angular problems,0.009863804659613479,0.003954634344392858,0.03049150970243884,0.0,0.10823019797214026,0.0045674057657024624
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper5.txt",Preconditioning and iterative solution of symmetric indefinite linear systems arising from interior point methods for linear programming,0.04873263469930638,0.0,0.0,0.0,0.10607752948899243,0.025542846686420186
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper6.txt",Using constraint preconditioners with regularized saddle-point problems,0.0,0.009177715266069841,0.036779024939503475,0.00862210745666586,0.06938742629850064,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper7.txt",Prim-based support-graph preconditioners for min-cost flow problems,0.02439377174446906,0.0,0.05771936997939459,0.0,0.03802271834312346,0.03489808362505814
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper8.txt",A conversion of an SDP having free variables into the standard form SDP,0.019338605525845657,0.0,0.0036368857649938463,0.0,0.1296832741963867,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/101April 2007, Issue 2-3/paper9.txt",Detecting “dense” columns in interior point methods for linear programs,0.01682906250218777,0.0,0.0,0.0,0.14151618657347054,0.010327685334519525
"Data_Abstract/Springer Database/Computational Optimization and Applications/102May 2007, Issue 1/paper1.txt",Inner solvers for interior point methods for large scale nonlinear programming,0.006616766311808664,0.056293612378098205,0.0,0.0,0.12296308078399791,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/102May 2007, Issue 1/paper2.txt",Integer knapsack problems with set-up weights,0.0,0.026950022401471936,0.17560100155554478,0.0,0.0,0.005936147436549638
"Data_Abstract/Springer Database/Computational Optimization and Applications/102May 2007, Issue 1/paper3.txt",Progress in the dual simplex method for large scale LP problems: practical dual phase 1 algorithms,0.0,0.0,0.041986527975606217,0.0,0.15585057959738308,0.037865705157179186
"Data_Abstract/Springer Database/Computational Optimization and Applications/102May 2007, Issue 1/paper4.txt",Solving variational inequalities defined on a domain with infinitely many linear constraints,0.11754751857532389,0.02928321163118364,0.05255335111519505,0.0,0.012300323886461476,0.0
"Data_Abstract/Springer Database/Computational Optimization and Applications/102May 2007, Issue 1/paper5.txt",A parameter-free self-adapting boundary genetic search for pipe network optimization,0.04056880501715159,0.02776686227927511,0.06875084554507312,0.0208575120143861,0.0,0.04559173867540099
