file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper1.txt",Two Methods for Solving Optimization Problems Arising in Electronic Measurements and Electrical Engineering,0.07877123181831237,0.06437019029930137,0.010709547863280214,0.0,0.03084479139740538,0.017900879912190224
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper10.txt",Condition-Based Complexity of Convex Optimization in Conic Linear Form via the Ellipsoid Algorithm,0.0,0.008084274487929812,0.06718656714625065,0.0,0.02634419973506712,0.04511892391705526
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper11.txt",A Nonlinear Conjugate Gradient Method with a Strong Global Convergence Property,0.0957500342567439,0.05214229673891859,0.0,0.0,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper12.txt",Complexity of Predictor-Corrector Algorithms for LCP Based on a Large Neighborhood of the Central Path,0.03348199249731447,0.0,0.08616376658914146,0.006475867949935303,0.0,0.009623317020589441
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper13.txt",On the Local Convergence of a Predictor-Corrector Method for Semidefinite Programming,0.035752133163445825,0.01084142365050398,0.0978764865864339,0.0,0.0,0.04135923911054379
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper14.txt",Penalty and Barrier Methods: A Unified Framework,0.014657989673126854,0.0,0.0478176379191958,0.0,0.1380787984275559,0.008456497194152403
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper15.txt",Cut Size Statistics of Graph Bisection Heuristics,0.000916152531025743,0.0,0.01838109728355355,0.034887992115417966,0.0,0.0605005502108187
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper16.txt","Best Approximation from the Intersection of a Closed Convex Set and a Polyhedron in Hilbert Space, Weak Slater Conditions, and the Strong Conical Hull Intersection Property",0.0,0.052154370764204636,0.0055849427341494165,0.0,0.06280051409112095,0.028073895646518895
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper17.txt",Fortified-Descent Simplicial Search Method: A General Approach,0.054335219488601684,0.0,0.0359966902324832,0.0,0.025412602104818095,0.0013206924440474117
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper18.txt",Decreasing Functions with Applications to Penalization,0.006720619107603393,0.02442266182973108,0.0,0.0023245533734175946,0.11077551404354732,0.011646842361976852
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper2.txt",Computing the Minimum Cost Pipe Network Interconnecting One Sink and Many Sources,0.0,0.0,0.09021571065737381,0.0008601060462195963,0.005580879318801826,0.0773239469175405
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper3.txt",Detection and Remediation of Stagnation in the Nelder--Mead Algorithm Using a Sufficient Decrease Condition,0.04568246119352634,0.012762640309587105,0.08487237744697991,0.0,0.04708674067758162,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper4.txt","Reduced Storage, Quasi-Newton Trust Region Approaches to Function Optimization",0.07160777007326115,0.0,0.016563392634479975,0.0008120567547304224,0.012410626061737534,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper5.txt",A Polynomial Time Algorithm for Shaped Partition Problems,0.007396294263206867,0.0,0.001768625719342408,0.007872546938440446,0.030568041742392242,0.07649774703305326
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper6.txt",Stability and Well-Posedness in Linear Semi-Infinite Programming,0.0,0.108771885753155,0.023846754498922283,0.042997695028933705,0.04147952526665876,0.019879267815091212
"E:\GITHUB\topic analysis with NMF\Data_Abstract\SIAM Database\SIAM Journal on Optimization\Volume 10_Issue 1, 1999\paper7.txt",Rates of Convergence for a Class of Global Stochastic Optimization Algorithms,0.0634904562781959,0.0,0.004059274530182266,0.041391531053703585,0.0345856822785962,0.0
