topic_id,rank,word,weight
0,1,method,3.197044793696045
0,2,methods,0.9642373677722279
0,3,convergence,0.8269549292461932
0,4,numerical,0.772262578260692
0,5,problems,0.6312713930935541
0,6,proposed,0.5383274550259751
0,7,newton,0.5329262687212792
0,8,solving,0.5131171285551073
0,9,equations,0.504226806295568
0,10,new,0.3725859628859019
0,11,nonlinear,0.3582888079204433
0,12,gradient,0.34920140233805397
0,13,presented,0.3305516108171614
0,14,iteration,0.2614949318995226
0,15,boundary-value,0.2606915264725971
1,1,control,1.7826820444907296
1,2,optimal,1.1862725994233931
1,3,state,0.4178893351892863
1,4,problems,0.40684337373051865
1,5,equations,0.3954141379676868
1,6,controls,0.333687334668628
1,7,principle,0.3186651881359489
1,8,differential,0.2919605812838685
1,9,maximum,0.2861972667725036
1,10,equation,0.28402532101791783
1,11,cost,0.24233457325502078
1,12,time,0.22031218364787114
1,13,governed,0.20738493388344936
1,14,functional,0.19777260138148353
1,15,boundary,0.17133799235518923
2,1,vector,1.6552076128302378
2,2,optimization,0.8291336144405926
2,3,problems,0.8182322517820821
2,4,solutions,0.41007851590438754
2,5,efficient,0.3772774141008907
2,6,equilibrium,0.37561864682895046
2,7,generalized,0.32743805641570634
2,8,set-valued,0.31226796865995815
2,9,scalarization,0.24246786386419403
2,10,existence,0.23175878420980775
2,11,weak,0.2211329015012557
2,12,maps,0.20941628502271073
2,13,theorems,0.20821950901859756
2,14,results,0.2016888497140865
2,15,topological,0.19655908680400386
3,1,variational,1.5021220865453975
3,2,inequalities,1.0279637228317486
3,3,existence,0.6780739288616041
3,4,inequality,0.6508833669395367
3,5,results,0.5115561934390431
3,6,generalized,0.5008455610353925
3,7,spaces,0.424711051938413
3,8,theorem,0.3915518838451164
3,9,monotone,0.3880717392389659
3,10,banach,0.33864467242147583
3,11,iterative,0.29958776100288265
3,12,paper,0.29360887935853547
3,13,operators,0.2912492089293464
3,14,convergence,0.2909276999848661
3,15,mappings,0.270134902022105
4,1,game,1.1969759945837304
4,2,games,1.1677641011573536
4,3,players,0.6124314926955639
4,4,equilibrium,0.603111930815296
4,5,strategies,0.5576516373595046
4,6,differential,0.5371151681344867
4,7,nash,0.4863994203880385
4,8,player,0.43728893731498886
4,9,equilibria,0.3106424160307121
4,10,stochastic,0.30657862915473444
4,11,strategy,0.2874172608863934
4,12,zero-sum,0.2867184400985399
4,13,payoff,0.2366029283450505
4,14,value,0.23174978136796606
4,15,information,0.22791879287646344
5,1,conditions,1.5848232687247974
5,2,necessary,1.0438902995965573
5,3,optimality,0.92829383051033
5,4,sufficient,0.8635154575892656
5,5,condition,0.5525334604009684
5,6,second-order,0.4578865126083596
5,7,constraint,0.37439023672344307
5,8,constraints,0.3447922322620604
5,9,given,0.2305245517115142
5,10,qualification,0.20981344896770127
5,11,local,0.20296944156370175
5,12,qualifications,0.17069737750331368
5,13,derived,0.1593824492706122
5,14,first-order,0.15790426005876262
5,15,derive,0.1559103151524114
6,1,set,1.445755220012369
6,2,convex,0.8521746448196924
6,3,points,0.5765796037392708
6,4,space,0.5112507358887245
6,5,point,0.4666118880205881
6,6,sets,0.4459170868524266
6,7,cone,0.429098527469461
6,8,efficient,0.4008059339659174
6,9,closed,0.3548691900326363
6,10,compact,0.27681155310794797
6,11,given,0.25054977410161805
6,12,feasible,0.19699674062808942
6,13,result,0.18876904771646866
6,14,weakly,0.17175701037572544
6,15,mapping,0.17098545572052448
7,1,systems,1.1146743709818514
7,2,linear,0.7308729140105743
7,3,stability,0.5017513322362481
7,4,feedback,0.459759833994724
7,5,matrix,0.4184576727272222
7,6,robust,0.40084787232533103
7,7,design,0.3545353308012961
7,8,controllability,0.3351429841804191
7,9,uncertain,0.33021635313681064
7,10,nonlinear,0.3014344523795927
7,11,class,0.29081722966644896
7,12,controller,0.2863024379156148
7,13,state,0.27835112065540835
7,14,proposed,0.2735750634660598
7,15,lyapunov,0.26523277879808543
8,1,algorithm,1.7816425408585073
8,2,convergence,0.5579480031232137
8,3,algorithms,0.5127186759817327
8,4,search,0.3040557172909991
8,5,global,0.26699078385376573
8,6,solving,0.2608765665842082
8,7,quadratic,0.23074118015052933
8,8,problems,0.21613161308409798
8,9,sequence,0.21030609689422713
8,10,optimization,0.2088068196815292
8,11,proposed,0.19146645185082706
8,12,point,0.19110047293388746
8,13,iteration,0.18223776957074975
8,14,number,0.1726079580304772
8,15,new,0.17139767020176855
9,1,functions,1.4897770205008187
9,2,function,1.0981338315404503
9,3,convex,0.4400867726299329
9,4,objective,0.3312996545587598
9,5,class,0.31071428990443895
9,6,penalty,0.2699409184587722
9,7,global,0.2669805101861282
9,8,properties,0.2509604347842563
9,9,differentiable,0.20847084578364855
9,10,lipschitz,0.20303311022875453
9,11,minimization,0.1810821010001015
9,12,lower,0.17140251836229298
9,13,minimum,0.16181334877914372
9,14,quasiconvex,0.15583814810532504
9,15,local,0.14760955960585576
10,1,duality,1.1338853406968918
10,2,programming,0.8425582739132882
10,3,dual,0.8274968404670462
10,4,problems,0.40681712564228195
10,5,programs,0.404214234782563
10,6,primal,0.39216688022275914
10,7,linear,0.3162638317784088
10,8,theory,0.31402108144846935
10,9,convex,0.29518815236792284
10,10,lagrangian,0.28060276365157033
10,11,program,0.2633897879523699
10,12,fractional,0.24649573658848278
10,13,theorem,0.22463065603033278
10,14,strong,0.21019865215167388
10,15,geometric,0.1873106338137963
11,1,problem,2.2103628071473342
11,2,solution,0.8948496346839148
11,3,function,0.28094111503132846
11,4,complementarity,0.26894226665308957
11,5,linear,0.24512774544861846
11,6,original,0.2397210112215859
11,7,optimal,0.22910115278455498
11,8,constraints,0.21672462132944295
11,9,programming,0.20995769997407335
11,10,approach,0.20269465876509976
11,11,solutions,0.1990803013713
11,12,optimization,0.19864943420935505
11,13,solved,0.1778306281747413
11,14,solve,0.17727287550874607
11,15,consider,0.16509941398376898
