topic_id,rank,word,weight
0,1,method,1.3248519342918295
0,2,optimization,0.7360513949413258
0,3,problems,0.7047230956692548
0,4,methods,0.5302497991987802
0,5,function,0.4750596045393184
0,6,problem,0.43458605788307675
0,7,variables,0.3646092048346666
0,8,discrete,0.35055644753266096
0,9,global,0.31858667966596715
0,10,programming,0.31605265519628
0,11,nonlinear,0.3105447757267958
0,12,solution,0.30628387219053976
0,13,constraints,0.2976755630509823
0,14,numerical,0.27520086533534244
0,15,constrained,0.26071103981123844
1,1,algorithm,1.002920929533341
1,2,search,0.6074744162060414
1,3,optimization,0.4597309470307196
1,4,algorithms,0.45946763909832194
1,5,multi-objective,0.39154344875116603
1,6,proposed,0.37485535072170145
1,7,problems,0.34502855464183435
1,8,genetic,0.3039536955034228
1,9,pso,0.2938279482327126
1,10,swarm,0.2798826290665562
1,11,results,0.27622651638621676
1,12,evolutionary,0.27510859062716286
1,13,local,0.25864318110295076
1,14,particle,0.24800736626860975
1,15,solutions,0.24237363566943235
2,1,problem,0.814214782778365
2,2,scheduling,0.6277590637175839
2,3,time,0.48925128540293067
2,4,jobs,0.4432546404736801
2,5,heuristic,0.38411493211592923
2,6,machine,0.3281574516561052
2,7,job,0.3178331762380964
2,8,times,0.27654734444684226
2,9,optimal,0.2487491570997983
2,10,proposed,0.24460579959394807
2,11,total,0.24153613474003585
2,12,processing,0.22445585850834873
2,13,cost,0.22392313219377272
2,14,computational,0.2079610638607979
2,15,solution,0.20407109607735205
3,1,model,0.8467887077299987
3,2,fuzzy,0.500707566985161
3,3,water,0.47375916723828204
3,4,programming,0.3579807859177356
3,5,network,0.3394633394494288
3,6,management,0.2869780581853323
3,7,decision,0.2833206981552825
3,8,cost,0.26803980698721647
3,9,planning,0.24586110993725727
3,10,study,0.24479136644991206
3,11,uncertainty,0.2350899770244582
3,12,uncertainties,0.227561374168692
3,13,developed,0.22399783238554297
3,14,reliability,0.21994987919457054
3,15,interval,0.20930215837363692
4,1,design,1.5994927293361443
4,2,robust,0.2680545695109889
4,3,product,0.2573107503171728
4,4,approach,0.25222009613740987
4,5,process,0.2412957758049847
4,6,engineering,0.21375693711959085
4,7,optimization,0.21032314858805906
4,8,designs,0.19443353774745162
4,9,models,0.17954358086125705
4,10,optimum,0.17475225087920204
4,11,manufacturing,0.161664657953661
4,12,paper,0.1608920100881087
4,13,methodology,0.16027131036331518
4,14,performance,0.14491744090964798
4,15,objectives,0.13702902949367102
5,1,structural,0.6208388868532035
5,2,structures,0.45142473040772935
5,3,optimization,0.4299167427360058
5,4,topology,0.4114568534944317
5,5,structure,0.38915753238856404
5,6,element,0.326269098113854
5,7,analysis,0.3184047540577928
5,8,material,0.28925711343761845
5,9,shape,0.28821049030984286
5,10,finite,0.28355782253695466
5,11,optimal,0.2730961069469219
5,12,weight,0.2709525260614395
5,13,stress,0.25166657887663924
5,14,design,0.2428445848183692
5,15,load,0.22320222044210833
