file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 1\paper1.txt,A new approach to the regulator design problem,0.0,0.026816047291003328,0.043728911345124445,0.024477321942569862,0.07202380878391088
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 1\paper2.txt,Automatic differentiation and iterative processes,0.0015963790812358466,0.0,0.0027764064497725815,0.05599748635071385,0.04706723515867778
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 1\paper3.txt,Robust linear programming discrimination of two linearly inseparable sets,0.08346539453489435,0.00577841825856576,0.0,0.020024835111836687,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 1\paper4.txt,Achieving logarithmic growth of temporal and spatial complexity in reverse automatic differentiation,0.012126263405587149,0.005798521639534649,0.004441747137595785,0.0886812708599537,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 1\paper5.txt,Large–scale minimization on the CM-200,0.01880890356871299,0.0,0.007332724932225711,0.10364070516506688,0.008641106496805452
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 1\paper6.txt,Implementation of interior-point algorithms for some entropy optimization problems,0.1128062010007235,0.0,0.0044966025486789605,0.03984109439319965,0.051888098174348286
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 1\paper7.txt,Reverse accumulation and accurate rounding error estimates for taylor series coefficient,0.0019194307227094077,0.0,0.011897637572256883,0.06440102578027314,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 2\paper1.txt,Conic formulation of a convex programming problem and duality  †,0.10177815532290982,0.0,0.0,0.0,0.010549419689744557
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 2\paper2.txt,On self-dual update formulae in the Broyden family,0.009875832813044078,0.016926594996830583,0.0,0.021780816784954297,0.06261474238964951
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 2\paper3.txt,An inverse column-updating method for solving large–scale nonlinear systems of equations,0.0,0.0,0.0008611621728081326,0.0,0.2271343783445667
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 2\paper4.txt,Neural networks and nonlinear optimization i the representation of continuous functions,0.024196520498090707,0.0,0.011317511101037118,0.07718682487555154,0.01659187602481545
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 2\paper5.txt,On the implementation and performance of an interior point method for large sparse convex quadratic programming,0.1315711148048638,0.001543677976709731,0.0016711969135346902,0.019160487630760534,0.08383035126313629
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper1.txt,A review of ABS algorithms for general linear systems,0.012237550700614951,0.0,0.0030166219969832648,0.029687819003435586,0.10866457893058079
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper2.txt,Criteria for transforming a Z-matrix into an M-matrix,0.033115310412468575,0.0,0.01531275089154159,0.04109319282711063,0.026941968500748526
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper3.txt,Variationally derived ABS methods,0.038713159591154137,0.00497824000967438,0.013763560972598905,0.006047020685351162,0.05569061237222623
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper4.txt,Further results on the local convergence of the nonlinear ABS algorithms,0.01359760236402353,0.0419994704974071,0.03210602585623672,0.006818267290254112,0.06724018665976551
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper5.txt,The local convergence property of the nonlinear Voevodin-ABS algorithm,0.0,0.07338732654323607,0.031218265097327568,0.0,0.14652103593009277
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper6.txt,An orthogonally scaled ABS method for nonlinear least squares problems,0.00947318877158559,0.0,0.0,0.01647826419390461,0.15407403964683508
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper7.txt,Finding general solutions of the Quasi-Newton equation via the ABS approach,0.005738514227614748,0.0,0.03435354985646626,0.04883106093378838,0.1041349941700962
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper8.txt,Finding subgradients or descent directions of convex functions by external polyhedral approximation of  subdifferentials,0.05755594955094253,0.026606103071187274,0.0,0.0,0.039697994250086285
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 3\paper9.txt,A class of descent algorithms for nonlinear function minimization with linear equality constraints,0.04322217372086284,0.10153040911778795,0.018862041631652927,0.013621824455119152,0.04071189469395704
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 4\paper1.txt,New algorithms for constructing optimal circumscribed and inscribed ellipsoids,0.07458009653866736,0.0,0.0,0.02892839557409171,0.016262739453685657
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 4\paper2.txt,Highly efficient Broyden methods of minimization with variable parameter ∗,0.007765138432529121,0.01827543167624252,0.0,0.02016213200788911,0.068982703118754
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 1 1992_Issue 4\paper3.txt,On comparison of solution trajectories between dantzig-wolfe decomposition and basis factorization,0.012746536954221259,0.0016502407775791331,0.007903130362336086,0.06122042535768476,0.02458708202623257
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 1\paper1.txt,Solving large-scale linear programs by interior-point methods under the Matlab  ∗  Environment  †,0.035000798097899306,0.0,0.0,0.08878751801948087,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 1\paper2.txt,Computing a sparse Jacobian matrix by rows and columns,0.00783417555981329,0.0,0.020186244744723213,0.07433047056701847,0.0018143185596012246
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 1\paper3.txt,Regularization tools for training large feed-forward neural networks using automatic differentiation  ∗,0.0,0.09735812859634943,0.0,0.13094635777245672,0.027567297389906226
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 1\paper4.txt,A new nonlinear ABS-type algorithm and its efficiency analysis  ∗,0.05511534143419296,0.09602280312558287,0.0,0.0,0.05742309816928229
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 1\paper5.txt,A multiplier adjustment technique for the capacitated concentrator location problem,0.04274361901382628,0.056723362086527035,0.006933775431346111,0.0025175081874769683,0.011412783289049551
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper1.txt,Computational experience with the reverse search vertex enumeration algorithm,0.056586479566907044,0.014083583275403181,0.0,0.043550368887514145,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper10.txt,Monotonicity of primal–dual interior-point algorithms for semidefinite programming problems,0.12247920633006934,0.0,0.0,0.005830807450125709,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper11.txt,A branch and bound algorithm for solving mean-risk-skewness portfolio models,0.014969523484264424,0.0,0.02900605979518042,0.07325145822845715,0.0005968409337650711
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper12.txt,A Fortran77 preprocessor for reverse mode automatic differentiation with recursive checkpointing,0.013289665033776274,0.0,0.0048706802097867475,0.09316620134057527,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper13.txt,The efficient shape of a skyscraper based on the vertical traffic,0.008168525139126907,0.0019173986433843723,0.025988672099655823,0.0824312479047754,0.01327932799128354
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper14.txt,Topology-oriented construction of three-dimensional convex hulls,0.047722073167045055,0.004030020025503678,0.008060751397445538,0.05897519774405254,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper15.txt,Computing the combinatorial canonical form of a layered mixed matrix,0.03788484305771372,0.0,0.0,0.022717499636055734,0.022947748969536656
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper16.txt,The complexity of high-order predictor-corrector methods for solving sufficient linear complementarity problems,0.06381582850023307,0.0,0.002328077763476123,0.03834643875267434,0.059432527745536
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper17.txt,A variable depth search algorithm with branching search for the generalized assignment problem,0.06072088324946312,0.09824726163872868,0.0,0.041700563094189076,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper18.txt,A globally convergent primal-dual interior point method for constrained optimization,0.04544763384035986,0.0005244678166424537,0.0,0.0,0.19791320025637368
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper2.txt,Automatic differentiation and spectral projected gradient methods for optimal control problems,0.0,0.02919139522341898,0.19250157538013973,0.07674210176542685,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper3.txt,Dual subimplicants of positive Boolean functions,0.0860791040760288,0.005884288325254935,0.006690177433733868,0.0,0.0011155473136305253
E:\GITHUB\topic analysis with NMF\Data_Abstract\Optimization Methods and Software\Volume 10 1998-1999_Issue 2\paper4.txt,Efficient implementation of the Goldberg–Tarjan minimum-cost flow algorithm,0.0211341325411454,0.01013161366491113,0.0,0.0691212924701206,0.0
