topic_id,rank,word,weight
0,1,algorithm,0.9541798936510231
0,2,problem,0.6820286573673571
0,3,linear,0.6306743266622578
0,4,programming,0.606829319930606
0,5,dual,0.46259374814185733
0,6,quadratic,0.42159240696953965
0,7,convex,0.3843485335644436
0,8,solution,0.3560422292788165
0,9,constraints,0.3557850718988979
0,10,problems,0.3517500306914226
0,11,primal,0.3253026811623328
0,12,point,0.28188119035777454
0,13,set,0.27466516934821
0,14,function,0.25731603673398784
0,15,relaxation,0.25114881419258733
1,1,gradient,0.6939481239226625
1,2,conjugate,0.6805535683012967
1,3,search,0.5893187141047402
1,4,line,0.4594146011584274
1,5,method,0.3832741172061424
1,6,descent,0.34240126645124985
1,7,algorithm,0.31318392989485
1,8,proposed,0.27656861374441527
1,9,unconstrained,0.21708487157165354
1,10,new,0.21569652442214077
1,11,cg,0.19769381503629602
1,12,global,0.18306125840697526
1,13,direction,0.1791514919416139
1,14,methods,0.17829574730190562
1,15,wolfe,0.16317426876895272
2,1,control,0.9774611777140777
2,2,optimal,0.70844410725397
2,3,problem,0.3822459196318919
2,4,equation,0.2368662300043023
2,5,numerical,0.226430626808409
2,6,equations,0.22373887617620647
2,7,differential,0.22047916925623626
2,8,state,0.21988321781940046
2,9,solution,0.21144576340728097
2,10,constraints,0.1646435363022805
2,11,boundary,0.16101812715382768
2,12,conditions,0.14769600985188766
2,13,optimality,0.14001969403231768
2,14,discretization,0.13694005185741087
2,15,adjoint,0.1359428113861103
3,1,optimization,0.5488984011969056
3,2,problems,0.4499213458152259
3,3,methods,0.3719866617014841
3,4,data,0.352239623046972
3,5,model,0.3385940896991661
3,6,approach,0.2643748984777001
3,7,algorithms,0.23434712662262883
3,8,models,0.2316660787440108
3,9,techniques,0.2115458758385693
3,10,functions,0.21092994402953985
3,11,performance,0.20970228856051096
3,12,differentiation,0.20384048686339862
3,13,ad,0.1996703713463675
3,14,using,0.19500524892882024
3,15,derivatives,0.19425139033938654
4,1,method,0.9259006092290071
4,2,convergence,0.6326459487672924
4,3,newton,0.33423027137159406
4,4,nonlinear,0.3274150714757823
4,5,methods,0.3196909007724638
4,6,equations,0.29983653008336153
4,7,local,0.28564234299559504
4,8,solving,0.2532865983582094
4,9,global,0.21777275306372681
4,10,numerical,0.21602322988480727
4,11,systems,0.20527576064740016
4,12,function,0.2050037093674427
4,13,new,0.197978406333971
4,14,penalty,0.19792480482433
4,15,problems,0.1957660179245444
