file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper1.txt",Second order duality for minmax fractional programming,0.021909844645813595,0.08318841501390722,0.0,0.04151701570763799,0.0
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper10.txt",A generalization of the Motzkin–Straus theorem to hypergraphs,0.025983061126410526,0.03161945921007167,0.024919547307476298,0.01613940631308069,0.0
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper11.txt",On the upper bounds of the minimum number of rows of disjunct matrices,0.02344194539573617,0.006376812800662591,0.04255946916556903,0.0016153003299543682,0.0020726649675389015
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper12.txt",A univariate global search working with a set of Lipschitz constants for the first derivative,0.018205186065779866,0.07475387441114476,0.10595599951758547,0.0,0.009798488071708581
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper2.txt",Due date assignment for multistage assembly systems,0.022596581055136365,0.012661313757737836,0.0,0.0,0.18233320371887807
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper3.txt",On nonlinear multiple objective fractional programming involving semilocally type-I univex functions,0.006160112121480704,0.20523507789468845,0.0,0.02879572206263701,0.0
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper4.txt",Knapsack feasibility as an absolute value equation solvable by successive linear programming,0.03497242785690017,0.052082220994464586,0.025938498839923285,0.01803213915847325,0.03172977276090517
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper5.txt",New stopping criteria for detecting infeasibility in conic optimization,0.03355331630163562,0.04878980199349645,0.018131904787711085,0.01843108459243066,0.0
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper6.txt","A problem in enumerating extreme points, and an efficient algorithm for one class of polytopes",0.02151039079934798,0.0371140104960639,0.020834321278262104,0.02629608358423472,0.0
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper7.txt",A composite model in the context of a production-inventory system,0.04584599018221001,0.0,0.0008951244065623084,0.009074439335220627,0.004794800327074827
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper8.txt",New optimality conditions for quadratic optimization problems with binary constraints,0.009511278343123594,0.22072132798424154,0.0,0.0,0.0
"Data_Abstract/Springer Database/Optimization Letters/10March 2009, Issue 2/paper9.txt",Sufficiency of linear transformations on Euclidean Jordan algebras,0.001022290719152061,0.12625052831472738,0.0,0.04181458531614885,0.0
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper1.txt",Remark on cone semistrictly preinvex functions,0.0,0.1551719086040706,0.0,0.0,0.005454056510020561
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper10.txt",Projection methods for nonconvex variational inequalities,0.0,0.0,0.076108603797027,0.20947609873443068,0.0
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper11.txt",On solving generalized Nash equilibrium problems via optimization,0.04129589794850743,0.05502492682377843,0.12428784350770439,0.0626940763005472,0.0
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper12.txt",On a system of general mixed variational inequalities,0.0,0.0,0.04514642657083375,0.25365991201050064,0.0
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper13.txt",A new proof approach to lower semicontinuity for parametric vector equilibrium problems,0.011722535002912066,0.03211981335764848,0.049120928453482135,0.09926569347352232,0.0
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper14.txt",Polynomial-time identification of robust network flows under uncertain arc failures,0.09482545695893445,0.05823447474531794,0.0002956814523837121,0.0,0.017906365711500196
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper15.txt",Implicitly and densely discrete black-box optimization problems,0.04938163443475998,0.04792702992121897,0.0336880262858399,0.016765521149708616,0.0025478992254310343
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper2.txt",On difference of two monotone operators,0.007197974358399423,0.0,0.11917389797482164,0.1051331250271772,0.0
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper3.txt",Proper efficiency in vector infinite programming problems,0.03425890968225602,0.10454562992215287,0.0,0.0660922404804339,0.0
"Data_Abstract/Springer Database/Optimization Letters/11July 2009, Issue 3/paper4.txt",Bilinear modeling solution approach for fixed charge network flow problems,0.11557460334425819,0.0,0.017948959895588337,0.0,0.0
