topic_id,rank,word,weight
0,1,control,1.4943167267752888
0,2,optimal,1.268796704803775
0,3,problems,0.5774073427917558
0,4,state,0.45779678388046674
0,5,problem,0.43827672435784304
0,6,controls,0.41091227030325495
0,7,optimality,0.3916627988176837
0,8,conditions,0.3047608800209761
0,9,cost,0.3042280786317583
0,10,constraints,0.28189659695298075
0,11,systems,0.22868742575139825
0,12,necessary,0.22814197022192162
0,13,governed,0.22734225446861467
0,14,considered,0.199198568390065
0,15,principle,0.19632819318838038
1,1,method,0.6740303471430885
1,2,algorithm,0.5805647774875161
1,3,convergence,0.4752282619176961
1,4,problems,0.39874741251365825
1,5,convex,0.35995795291962107
1,6,numerical,0.3301786442897111
1,7,solving,0.2696691911303252
1,8,methods,0.24713342440519268
1,9,optimization,0.23622065562167266
1,10,linear,0.22573847602401362
1,11,function,0.22359584993138787
1,12,proposed,0.21848284244010316
1,13,point,0.21065130316290265
1,14,quadratic,0.20566122938861256
1,15,results,0.20326813912011646
2,1,stochastic,0.844263965810047
2,2,differential,0.598930640706863
2,3,equations,0.5865279373409217
2,4,equation,0.5413671900926496
2,5,partial,0.37122734184372264
2,6,solutions,0.28495801932373777
2,7,solution,0.26825298409955595
2,8,type,0.24154854037035695
2,9,existence,0.23872619642414034
2,10,uniqueness,0.2183630462208227
2,11,backward,0.2034446623501598
2,12,parabolic,0.19957660386952236
2,13,evolution,0.1705895076743178
2,14,prove,0.16753888910839002
2,15,bellman,0.1548754534972545
3,1,process,0.8384447904475222
3,2,problem,0.41807033076760125
3,3,markov,0.39526690126847
3,4,model,0.360602294881625
3,5,diffusion,0.3538463720000527
3,6,time,0.3116969907021393
3,7,function,0.3028561328312195
3,8,processes,0.2714547766091005
3,9,filtering,0.23730192348682053
3,10,value,0.23716344550278742
3,11,price,0.23441994588157183
3,12,space,0.23279862822934103
3,13,random,0.2287161033616019
3,14,jump,0.22261054602432478
3,15,filter,0.2142036424247356
4,1,boundary,0.73998617602865
4,2,conditions,0.4082205154884518
4,3,solutions,0.3567788702532762
4,4,problem,0.32390927049752843
4,5,solution,0.29280040522795214
4,6,domain,0.27619660650740885
4,7,existence,0.2748020378643148
4,8,dirichlet,0.2505644103680781
4,9,controllability,0.2321164389623012
4,10,condition,0.23018267169364243
4,11,prove,0.22875171301395406
4,12,regularity,0.2258472262324692
4,13,equation,0.20814304059794622
4,14,bounded,0.2071583218228733
4,15,data,0.19913448310918874
