topic_id,rank,word,weight
0,1,algorithm,2.3397503334506777
0,2,point,0.3610785694343546
0,3,linear,0.32069798833490676
0,4,number,0.23753207169521795
0,5,algorithms,0.23676672256036385
0,6,programming,0.23090973756763833
0,7,simplex,0.22884293723963078
0,8,computational,0.19978734508495108
0,9,karmarkar,0.1983842408483652
0,10,time,0.1909519651380812
0,11,function,0.1831471812297077
0,12,variables,0.18243107812402884
0,13,steps,0.1756958860766134
0,14,presented,0.17500510320908508
0,15,present,0.1739412811288718
1,1,inequalities,1.4476729227391407
1,2,integer,0.6558420983570787
1,3,valid,0.4741702207541877
1,4,cuts,0.3962456805293008
1,5,knapsack,0.36039295376312835
1,6,mixed,0.34492678707306423
1,7,facets,0.32076788044908655
1,8,lifting,0.30025543658233905
1,9,polytope,0.285142200345683
1,10,hull,0.28344906081544774
1,11,separation,0.2684350694516815
1,12,variables,0.26652005473963786
1,13,facet,0.22463749231038183
1,14,sets,0.20846388774248378
1,15,mixed-integer,0.20544392290629523
2,1,convex,0.9796225182493855
2,2,functions,0.7824509828128434
2,3,function,0.6515378992610237
2,4,conditions,0.5815968215962409
2,5,set,0.38531720198540986
2,6,constraint,0.32152095483297
2,7,necessary,0.3075092787946424
2,8,objective,0.2845141410089285
2,9,constraints,0.2788604425008815
2,10,optimality,0.2697152472644802
2,11,sufficient,0.26864971695674356
2,12,sets,0.2656410820610472
2,13,quadratic,0.2284744384807652
2,14,condition,0.2157134200308661
2,15,inequality,0.20169627305888757
3,1,method,1.4129006337204482
3,2,convergence,1.029975712532409
3,3,methods,0.8205456599183701
3,4,newton,0.3939036769755864
3,5,rate,0.340668672424085
3,6,iteration,0.312490116933006
3,7,numerical,0.29931079482999845
3,8,function,0.2941807673089369
3,9,gradient,0.289454126101169
3,10,global,0.270111221990829
3,11,proximal,0.264690316868694
3,12,search,0.2595786699328159
3,13,local,0.2537403561475254
3,14,solving,0.24925819704583543
3,15,new,0.24347063661413373
4,1,keywords,0.9695620699192207
4,2,words,0.9504630865684442
4,3,abstract,0.9212919419446032
4,4,key,0.8462725547758831
4,5,classification,0.5267890748574892
4,6,mathematics,0.5148371589904744
4,7,subject,0.3949420865741008
4,8,programming,0.15291765267123528
4,9,quadratic,0.09804032269370826
4,10,analysis,0.08080385724357085
4,11,global,0.0791216602708762
4,12,variational,0.07684131386894147
4,13,sensitivity,0.0736168271819917
4,14,methods,0.0655187287856956
4,15,optimization,0.06096607416694567
5,1,problems,0.7126708277477504
5,2,stochastic,0.579679210495641
5,3,optimization,0.48477927654037695
5,4,programming,0.3253182215755783
5,5,programs,0.3195912274306867
5,6,algorithms,0.26927408927010404
5,7,constraints,0.26572253229881015
5,8,approach,0.2387033087730498
5,9,model,0.2358041286434158
5,10,bounds,0.22338427876453446
5,11,results,0.2172322117000354
5,12,models,0.21668479954633846
5,13,robust,0.21469284184132725
5,14,variables,0.2025936607777727
5,15,paper,0.19345541124491092
6,1,linear,0.7854791056872631
6,2,solution,0.6701125172448434
6,3,problem,0.6184188957267952
6,4,optimal,0.5811025778531146
6,5,complementarity,0.5376804420938658
6,6,dual,0.5164842133768485
6,7,program,0.39515182007359156
6,8,solutions,0.3920941000365141
6,9,matrix,0.3643892724738808
6,10,programming,0.3217769255308315
6,11,primal,0.30416112304738285
6,12,value,0.26286189378730657
6,13,semidefinite,0.2602793531886825
6,14,matrices,0.2340396268257911
6,15,feasible,0.20951716882308655
7,1,problem,0.7515558975354207
7,2,graph,0.5739594720970295
7,3,flow,0.4439320514530045
7,4,graphs,0.43843756428069197
7,5,network,0.39616169903815635
7,6,cost,0.3556682985996971
7,7,time,0.34739772149783377
7,8,minimum,0.34626473133477226
7,9,maximum,0.335148140708403
7,10,number,0.26918319850378625
7,11,given,0.2517473806694882
7,12,edge,0.24765331036920213
7,13,polynomial,0.24487832168604162
7,14,edges,0.24224073292567266
7,15,tree,0.2098982298219504
