topic_id,rank,word,weight
0,1,conditions,1.4495241453713728
0,2,optimality,1.1078235074817018
0,3,necessary,0.8940625736991374
0,4,duality,0.7940567432476767
0,5,sufficient,0.7789847021539128
0,6,problems,0.7487267641999314
0,7,generalized,0.4421855175366964
0,8,programming,0.41128415793855994
0,9,optimization,0.3983990843298818
0,10,local,0.3898135098423171
0,11,constraint,0.36689832304976105
0,12,results,0.35984896954090567
0,13,dual,0.34165290772495266
0,14,multiobjective,0.3350064864716144
0,15,constraints,0.32988444366585373
1,1,isbn,1.726244542884369
1,2,pp,1.074087323270156
1,3,dm,0.671147729989851
1,4,verlag,0.432262251600083
1,5,stuttgart,0.4044347790686538
1,6,teubner,0.3701854670893724
1,7,boston,0.3335960131491475
1,8,wiley,0.2955229839124624
1,9,sons,0.28729649107970096
1,10,london,0.2846917367268295
1,11,eds,0.2763437167379423
1,12,basel,0.27471410485908226
1,13,john,0.2574687493777993
1,14,berlin,0.2524522684945975
1,15,chichester,0.23122363591221642
2,1,method,1.1092827429860654
2,2,algorithm,0.6618784041686139
2,3,convergence,0.6540118334295957
2,4,methods,0.43631592975469724
2,5,proposed,0.4008876767446072
2,6,solving,0.331198394130034
2,7,algorithms,0.32782843309702236
2,8,numerical,0.31410244859678
2,9,search,0.2568742393893881
2,10,problems,0.2544636662710789
2,11,global,0.2406854537965466
2,12,gradient,0.23654223848519834
2,13,point,0.22163623045637815
2,14,new,0.21625299439465642
2,15,based,0.20289379288301942
3,1,control,1.0582410606395833
3,2,optimal,0.8699544408217154
3,3,state,0.4197491560906892
3,4,time,0.36686875817764836
3,5,model,0.30043927189219843
3,6,equations,0.26164878258422053
3,7,equation,0.2601807074347212
3,8,systems,0.23223276930037198
3,9,considered,0.23108832401482068
3,10,stochastic,0.20812343636254232
3,11,process,0.20543000225215916
3,12,differential,0.20455711329199447
3,13,processes,0.2041760797265879
3,14,decision,0.19117100757745908
3,15,paper,0.18958952574690782
4,1,york,0.9757893328010352
4,2,dm,0.9272483502975338
4,3,berlin,0.7234434611130682
4,4,springer-verlag,0.7215389225192427
4,5,heidelberg,0.6407663367753151
4,6,vol,0.6299756271666328
4,7,new,0.5645274473220274
4,8,notes,0.5421605638542173
4,9,lecture,0.5249261111403906
4,10,mathematical,0.46402376284181857
4,11,systems,0.43067101552272136
4,12,verlag,0.420202281036382
4,13,economics,0.4062347619980188
4,14,springer,0.3986398366342213
4,15,und,0.3232032120988544
5,1,vector,0.8427287978305235
5,2,variational,0.8356071058074543
5,3,inequalities,0.5161217107269229
5,4,equilibrium,0.49117563942921744
5,5,existence,0.45618199649757424
5,6,spaces,0.44527227292118793
5,7,solutions,0.3635456878094018
5,8,inequality,0.35812356610552715
5,9,set-valued,0.3187747612837976
5,10,weak,0.3176697528256723
5,11,results,0.31266975715201584
5,12,set,0.3066221026912319
5,13,theorem,0.3034023074474937
5,14,problems,0.29048978877542403
5,15,space,0.28019808610516866
6,1,functions,1.1981217910812487
6,2,convex,0.8266226396352533
6,3,function,0.5546828445833595
6,4,sets,0.4073651618498752
6,5,set,0.274847681375139
6,6,properties,0.24675804106660404
6,7,defined,0.23624085367158998
6,8,convexity,0.2133371946855234
6,9,space,0.21330302663062958
6,10,study,0.17349247660348302
6,11,given,0.16342339039073359
6,12,locally,0.16151356059168936
6,13,closed,0.15350507969055793
6,14,case,0.15174923058205844
6,15,subdifferential,0.15104049326281943
7,1,problem,1.3689772530948374
7,2,linear,0.6960393291811751
7,3,solution,0.6039731132826092
7,4,programming,0.5035240038664165
7,5,algorithm,0.4066715128253565
7,6,set,0.3345609956144984
7,7,optimization,0.3317933542867248
7,8,problems,0.30400844568719393
7,9,feasible,0.2766320418854868
7,10,objective,0.25646849857952736
7,11,function,0.25263051163129996
7,12,dual,0.2511706792442
7,13,given,0.232941670023568
7,14,integer,0.22924327663936486
7,15,solutions,0.21511417127591984
