file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper1.txt,The Space of Polynomials in Measures is Internal,0.01854995871598924,0.019816987173703855,0.03979789594875304,0.0,0.0,0.002914845310532187,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper10.txt,Asymptotic Properties of the Quadratic Assignment Problem,0.015069816599038425,0.009732175977715444,0.015260427436903572,0.07884949894065392,0.0,0.04261320307166346,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper11.txt,Nonzero-Sum Two-Person Repeated Games with Incomplete Information,0.0,0.0,0.1426266765017325,0.0,0.0,0.0002003913690420733,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper12.txt,Addendum: A Finite Algorithm for Solving Nonlinear Allocation Problems,0.033667340595609246,0.0,0.0,0.046683405001254834,0.0,0.025109236686030625,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper13.txt,The Mani-Walkup Spherical Counterexamples to the Wv-Path Conjecture are Not Polytopal,0.0,0.00027674908500718235,0.0026805193253757287,0.0,0.002146256065253294,0.00041386261650948233,0.05652591435923618
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper14.txt,Markov Decision Drift Processes; Conditions for Optimality Obtained by Discretization,0.014970496344690033,0.12994985311238372,0.0,0.0,0.09347734801596723,0.041150032572223987,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper2.txt,A Two-Resource Allocation Problem Solvable in Linear Time,0.0,0.0,0.0,0.09650117517464327,0.02995842259943933,0.012643130181902048,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper3.txt,A 2-Person Game with Lack of Information on 1½ Sides,0.0,0.0011755981153220298,0.1577303942555476,0.009056959888880162,0.0,0.0,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper4.txt,A Random Family of Queueing Systems with a Dynamic Priority Discipline,0.0,0.0,0.0,0.0,0.2628049024047208,0.0,0.002312739707900329
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper5.txt,Segregating the Input to a Series of Buffers,0.0,0.0,0.004306689624762814,0.04590576983180633,0.0436677837281648,0.0,0.015191218093399319
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper6.txt,An Algorithm for the Equipollent Resource Allocation Problem,0.0038342318706469877,0.009544439252119894,0.0042741442151195425,0.10241801581407038,0.0,0.0,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper7.txt,The Strong Positivity Conditions,0.13329218985400532,0.0,0.0,0.0,0.0,0.03967868834205589,0.0285477167146186
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper8.txt,Average Optimal Singular Control and a Related Stopping Problem,0.0,0.1015450356310658,0.056791634935290054,0.03524185723638765,0.05868874394008478,0.0,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 1_February 1985\paper9.txt,Nested Optimal Policies for Set Functions with Applications to Scheduling,0.06286903425590028,0.0445493612802078,0.006630317218658655,0.049032742325953456,0.0,0.03630383930030795,0.005329051153943547
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper1.txt,A Condition Number for Differentiable Convex Inequalities,0.006053414618202124,0.0,0.0,0.0,0.004060443815213402,0.039888163754292834,0.12626438919503358
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper10.txt,The Entropic Penalty Approach to Stochastic Programming,0.07088416786477345,0.011544159745018767,0.0,0.02196609022346192,0.009216805416348253,0.048375788336599175,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper11.txt,On a Class of Totally Unimodular Matrices,0.0,0.0,0.0,0.07964339013874855,0.0,0.031876178686580256,0.05216689638792819
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper12.txt,Asymptotic Analysis of the Time Dependent M/M/1 Queue,0.0,0.0,0.0,0.0,0.2399760255623422,0.0,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper13.txt,Probabilistic Analysis of a Machine Scheduling Problem,0.0,0.009178465620435488,0.0,0.15406986380471896,0.026324437568681996,0.0,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper14.txt,Facets of the Bipartite Subgraph Polytope,0.0,0.0,0.0,0.0,0.0,0.017800189044763323,0.18053793214173028
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper15.txt,Testing the Odd Bicycle Wheel Inequalities for the Bipartite Subgraph Polytope,0.0,0.0,0.0,0.0583262130818052,0.0,0.0,0.1647259127583442
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper16.txt,Necessary Conditions for the Bolza Problem,0.08064189035356824,0.0,0.0,0.07562666118661276,0.0,0.0,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper2.txt,A Best Possible Heuristic for the k-Center Problem,0.016219203756787887,0.008977358288598941,0.017388880053800067,0.1613021261123586,0.0,0.022261146941844168,0.022543412703249836
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper3.txt,A Linearization Algorithm for Nonsmooth Minimization,0.008590999400772797,0.00463003131744797,0.0,0.03997208011181548,0.0,0.16510488215276892,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper4.txt,Complementary Pivoting Algorithms Involving Extreme Rays,0.031011428840455546,0.0,0.00058771752872049,0.0,0.0,0.04553229371106882,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper5.txt,Second-Order Derivatives of Extremal-Value Functions and Optimality Conditions for Semi-Infinite Programs,0.07828149054803946,0.002790262378760886,0.0,0.0,0.011397582494868072,0.0025536911853506197,0.002522380247703165
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper6.txt,On Bounds for Dynamic Programs,0.002433222625991877,0.06727369604877315,0.0012926215931715718,0.0,0.03185260063560697,0.052516633878067064,0.03565183944187065
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper7.txt,Equivalent N-Person Games and the Null Space of the Shapley Value,0.018727417276841372,0.013113570576967324,0.1095190021009463,0.0,0.0,0.0,0.002353386204667932
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper8.txt,Discounted-Value Representations of Temporal Preferences,0.0677197902363668,0.0026149994861226233,0.0,0.0,0.02314663224593826,0.0,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 2_May 1985\paper9.txt,A Primal-Dual Algorithm for Submodular Flows,0.007420855977680623,7.365055333879391e-05,0.0,0.08772737800861878,0.0,0.053617438458164024,0.0
E:\GITHUB\topic analysis with NMF\Data_Abstract\Mathematics of Operations Research\Volume 10Issue 3_August 1985\paper1.txt,The Partial Order of a Polymatroid Extreme Point,0.02963489497059405,0.0,0.019514590261086387,0.0351388715764686,0.0,0.0374311831973505,0.012189947435389238
