topic_id,rank,word,weight
0,1,functions,0.7715243179629483
0,2,conditions,0.7441610813521204
0,3,problems,0.7332695005194337
0,4,optimization,0.5666248405423803
0,5,function,0.5405672709247507
0,6,convex,0.4542042338790319
0,7,set,0.43774207119333475
0,8,generalized,0.40653709423290707
0,9,results,0.4040708781854228
0,10,problem,0.4033755907340025
0,11,paper,0.35272933016752545
0,12,necessary,0.3472476355645278
0,13,sufficient,0.3361905266051186
0,14,solutions,0.3337965588059629
0,15,nonlinear,0.324486631368743
1,1,optimal,1.005406103596027
1,2,policy,0.772031396304304
1,3,cost,0.6120508693836046
1,4,policies,0.5505776927073105
1,5,state,0.5003460027040127
1,6,decision,0.47873147124121374
1,7,markov,0.45138614848778125
1,8,average,0.43423227810837933
1,9,control,0.39438140005536787
1,10,stationary,0.36033552446344336
1,11,inventory,0.3379156783141522
1,12,finite,0.3061069424782929
1,13,space,0.2891883034736475
1,14,horizon,0.2888235183605603
1,15,expected,0.27157718129556335
2,1,games,1.053719129603007
2,2,game,0.95306866857889
2,3,players,0.5433649057695481
2,4,player,0.5145163771320411
2,5,equilibrium,0.5061558089851497
2,6,information,0.43439313349151915
2,7,equilibria,0.34440035871584035
2,8,value,0.31605690980785434
2,9,strategies,0.288223902524995
2,10,repeated,0.2593447621717132
2,11,payoffs,0.2571601350322676
2,12,nash,0.2571368040732986
2,13,payoff,0.2440962604325486
2,14,zero-sum,0.24398909281178902
2,15,existence,0.21714001337687547
3,1,problem,1.0183630577843454
3,2,algorithm,0.6182495829881555
3,3,approximation,0.45950300259164933
3,4,time,0.40788941808192036
3,5,polynomial,0.3527539172259621
3,6,algorithms,0.34974541262348935
3,7,scheduling,0.29973094317163096
3,8,flow,0.2983648322056136
3,9,log,0.25323113596248314
3,10,jobs,0.2322802472108195
3,11,case,0.21442449238336547
3,12,maximum,0.21135416060424336
3,13,number,0.2105608461470032
3,14,network,0.21036818246045869
3,15,job,0.20737754182132395
4,1,process,0.5743015479776318
4,2,service,0.4367707300116972
4,3,queue,0.42900546719885096
4,4,distribution,0.4183530074172636
4,5,time,0.40730251656783506
4,6,processes,0.3790030620213182
4,7,queueing,0.3218161864173888
4,8,times,0.24827754008905314
4,9,waiting,0.24564744510818662
4,10,limit,0.2392133899924983
4,11,random,0.23740603057041298
4,12,customers,0.23429025542279697
4,13,distributions,0.2250248545172848
4,14,arrival,0.21365053872987716
4,15,customer,0.21319440440102463
5,1,method,0.6910952215994305
5,2,convergence,0.6043629791828543
5,3,linear,0.5406417147428972
5,4,methods,0.4747635548396786
5,5,algorithm,0.45880203690524185
5,6,point,0.33946438149112834
5,7,programming,0.31293138445496904
5,8,solving,0.25884379564218224
5,9,solution,0.244794420383406
5,10,dual,0.21225569228621274
5,11,proximal,0.20315625657403674
5,12,convex,0.20003113825385907
5,13,algorithms,0.18072088093016014
5,14,iteration,0.1789008610035216
5,15,quadratic,0.17089526731384216
6,1,inequalities,1.1186279710675704
6,2,polytope,0.4813751090105402
6,3,valid,0.26818703286486856
6,4,facets,0.2669963729918036
6,5,integer,0.23874003411037964
6,6,graph,0.23144237450402966
6,7,bounds,0.20480319421371596
6,8,convex,0.19977277745534103
6,9,salesman,0.17742219266879802
6,10,set,0.17701050458094797
6,11,facet-defining,0.1728451544713903
6,12,stsp,0.169524184724962
6,13,symmetric,0.16344480955460508
6,14,lifting,0.1589688199636013
6,15,sets,0.15572177694839695
