period,topic,prevalence,n_docs
1963,topic_0,0.07735992323810864,6
1963,topic_1,0.29699623250351037,6
1963,topic_2,0.0511508875219071,6
1963,topic_3,0.11975569503731187,6
1963,topic_4,0.08074449614822389,6
1963,topic_5,0.12420519354772572,6
1963,topic_6,0.01870229462932634,6
1963,topic_7,0.18175225540755874,6
1963,topic_8,0.04933302196632727,6
1964,topic_0,0.17486013630831385,5
1964,topic_1,0.1949771887124779,5
1964,topic_2,0.023100832231516922,5
1964,topic_3,0.22732376301014554,5
1964,topic_4,0.048552665126331794,5
1964,topic_5,0.1751557811213766,5
1964,topic_6,0.056883611820142066,5
1964,topic_7,0.09914602166969522,5
1964,topic_8,0.0,5
1966,topic_0,0.16904502461213786,10
1966,topic_1,0.14762832920460994,10
1966,topic_2,0.03032055817617221,10
1966,topic_3,0.09074469785460655,10
1966,topic_4,0.04514499832475554,10
1966,topic_5,0.34720087240872455,10
1966,topic_6,0.049016376204465424,10
1966,topic_7,0.0729460781027835,10
1966,topic_8,0.047953065111744436,10
1967,topic_0,0.1654191437411224,14
1967,topic_1,0.08235600712671194,14
1967,topic_2,0.15123822840831533,14
1967,topic_3,0.18208698765154316,14
1967,topic_4,0.018459858258549258,14
1967,topic_5,0.08448963264786513,14
1967,topic_6,0.1385712060201064,14
1967,topic_7,0.11436971123408528,14
1967,topic_8,0.06300922491170094,14
1968,topic_0,0.14939393982154173,11
1968,topic_1,0.2160227723570297,11
1968,topic_2,0.0376144907105985,11
1968,topic_3,0.08655286996333486,11
1968,topic_4,0.05024578714612491,11
1968,topic_5,0.0755549462188254,11
1968,topic_6,0.1066373341208247,11
1968,topic_7,0.11233791131762433,11
1968,topic_8,0.16563994834409604,11
1969,topic_0,0.15374259000127607,16
1969,topic_1,0.14731801598833666,16
1969,topic_2,0.08835041359269821,16
1969,topic_3,0.16783532597632886,16
1969,topic_4,0.015647724322185932,16
1969,topic_5,0.11215559413059559,16
1969,topic_6,0.07813526744427667,16
1969,topic_7,0.13242355522432261,16
1969,topic_8,0.10439151331997942,16
1970,topic_0,0.07251224085113268,13
1970,topic_1,0.14544154400789225,13
1970,topic_2,0.12385730365057669,13
1970,topic_3,0.16274517818192147,13
1970,topic_4,0.07121057433158219,13
1970,topic_5,0.20670287888180497,13
1970,topic_6,0.0981310867567081,13
1970,topic_7,0.04428585374437369,13
1970,topic_8,0.07511333959400807,13
1971,topic_0,0.10453443731149725,23
1971,topic_1,0.1500677088276389,23
1971,topic_2,0.10184100382646513,23
1971,topic_3,0.10348070508986312,23
1971,topic_4,0.030347303912712634,23
1971,topic_5,0.19864139659467211,23
1971,topic_6,0.061672628546909004,23
1971,topic_7,0.11392883185366047,23
1971,topic_8,0.13548598403658146,23
1972,topic_0,0.10126478859610877,50
1972,topic_1,0.225761919317196,50
1972,topic_2,0.06514994301687659,50
1972,topic_3,0.07743130288993093,50
1972,topic_4,0.09706956406700584,50
1972,topic_5,0.15190299939336124,50
1972,topic_6,0.048441602634616915,50
1972,topic_7,0.07590392029183621,50
1972,topic_8,0.1570739597930675,50
1973,topic_0,0.08997918279104412,43
1973,topic_1,0.1318681541456057,43
1973,topic_2,0.100328021148933,43
1973,topic_3,0.12820060217359747,43
1973,topic_4,0.05323979484640118,43
1973,topic_5,0.18427046091135518,43
1973,topic_6,0.07083164886135386,43
1973,topic_7,0.10997945461282614,43
1973,topic_8,0.13130268050888338,43
1974,topic_0,0.0780087461312566,49
1974,topic_1,0.13064895940668392,49
1974,topic_2,0.12106560276355903,49
1974,topic_3,0.12449041660675536,49
1974,topic_4,0.07263820544985992,49
1974,topic_5,0.18179931967449758,49
1974,topic_6,0.08789121036885367,49
1974,topic_7,0.09032020884456356,49
1974,topic_8,0.11313733075397019,49
1975,topic_0,0.06147308103744291,76
1975,topic_1,0.17335427295983571,76
1975,topic_2,0.06425066210273139,76
1975,topic_3,0.11086427810017697,76
1975,topic_4,0.06668962835166156,76
1975,topic_5,0.18117565118857062,76
1975,topic_6,0.10498742672309022,76
1975,topic_7,0.11798420437283932,76
1975,topic_8,0.11922079516365132,76
1976,topic_0,0.09111661944452383,64
1976,topic_1,0.14260163815740529,64
1976,topic_2,0.06373167632775134,64
1976,topic_3,0.11412813048996376,64
1976,topic_4,0.05594594261904179,64
1976,topic_5,0.13911871584805802,64
1976,topic_6,0.10568597856210656,64
1976,topic_7,0.12914091080161572,64
1976,topic_8,0.15853038774953374,64
1977,topic_0,0.08287811503099299,67
1977,topic_1,0.1321062448661112,67
1977,topic_2,0.08062562401786079,67
1977,topic_3,0.16681752362291288,67
1977,topic_4,0.07203993943603658,67
1977,topic_5,0.1433981339660804,67
