file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper1.txt",Combined shape and reinforcement layout optimization of shell structures,0.014535935860268705,0.0,0.0,0.053176595349579026,0.034792159519183,0.0,0.004688047329358558,0.11874175941385186
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper2.txt",Reliability-based design optimization of aeroelastic structures,0.07469604583696626,0.11296037536861395,0.020932291863627894,0.006818649314010613,0.007101478198006589,0.0,0.0,0.002723174194587094
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper3.txt",Minimization of joint reaction forces of kinematic chains by a multi-objective approach,0.03166593998378268,0.007574853347377019,0.001277647465198073,0.0134750505654112,0.009004796754997227,0.01948776501022112,0.04009266339026943,0.006901748650525836
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper4.txt",Shape optimization of curves and surfaces considering fairness metrics and elastic stiffness,0.02120848611987306,0.007544666941170915,0.0037469161617548425,0.050143829088126,0.0,0.046005942407252816,0.0,0.03994924823169097
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper5.txt",Design of non-linear steel frames for stress and displacement constraints with semi-rigid connections via genetic optimization,0.03872194907460548,0.0,0.0,0.043863128905492765,0.0,0.031895831551772835,0.011017898680902567,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper6.txt",Sensitivity analysis of bridge flutter with respect to mechanical parameters of the deck,0.025089059112394122,0.0014187436151627375,0.0639132851743231,0.014713689064993858,0.0,0.0,0.0,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper7.txt",Topology optimization of rubber isolators considering static and dynamic behaviours,0.01908533550638997,0.0,0.08711231414597616,0.018330391173131347,0.032644103748103385,0.0,0.025563922869998673,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/100June 2004, Issue 4/paper8.txt",Planar articulated mechanism design by graph theoretical enumeration,0.024356661099475322,0.0,0.0,0.004648013694561656,0.03613527555860929,0.019972153202829045,0.004708844502258801,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper10.txt",Crashworthiness optimization of helicopter subfloor based on decomposition and global approximation,0.05925271938867243,0.0,0.0177403922447463,0.0330488954717877,0.0,0.0430324916716983,0.025997229787848165,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper11.txt",Optimization of the new Saab 9-3 exposed to impact load using a space mapping technique,0.02553100142971241,0.0,0.0185803904507979,0.0013813038843876028,0.0,0.012262814769950363,0.14713706033483817,0.011143064357935151
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper2.txt",Approximation methods in multidisciplinary analysis and optimization: a panel discussion,0.016571579372789053,0.0072467500408979115,0.02126922301995724,0.0,0.0,0.037659958221403396,0.05064105962032964,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper3.txt",Reliability-based design optimization using probabilistic sufficiency factor,0.0205002080061662,0.13515556888277905,0.0,0.0,0.0,0.0,0.0034265144638441786,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper4.txt",Multipoint cubic surrogate function for sequential approximate optimization,0.03340223185579216,0.005863366840186137,0.0016518199956319572,0.0011206587083136532,0.0,0.09075880353034749,0.08107341224020156,0.006216708651757764
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper5.txt",Gradient-enhanced response surface building,0.0,0.02054719612679032,0.0485769613861065,0.0,0.0,0.031144315461975682,0.07755176445126749,0.007679975530954046
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper6.txt",Global-local structural optimization using response surfaces of local optimization margins,0.02780959731670926,0.0,0.014660269819814066,0.008357146935276548,0.010137954663123526,0.05319742899052584,0.03549580502719782,0.0043676153397076405
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper7.txt",An interior-point sequential approximate optimization methodology,0.06568093576003302,0.006078712817357429,0.0,0.0,0.0,0.05184322533663664,0.04141211011110057,0.0037799255190027184
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper8.txt",A parallel updating scheme for approximating and optimizing high fidelity computer simulations,0.0,0.0,0.005372105493745763,0.0,0.007881652876520718,0.013576963922323954,0.17033963945990246,0.009878898190574404
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/101July 2004, Issue 5/paper9.txt",Framework for sequential approximate optimization,0.01240998632283222,0.005273961118691864,0.0,0.005262660500807361,0.003177593769586352,0.0320682039418672,0.026663179621357433,0.008391982924462138
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/102July 2004, Issue 6/paper1.txt",Optimum values of structural safety factors for a predefined reliability level with extension to multiple limit states,0.06153032547592979,0.2082920913528207,0.0,0.009894035368783674,0.008463754862009102,0.03358098286288194,0.0,0.0029755261815571227
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/102July 2004, Issue 6/paper2.txt",Optimal shapes of parametrically excited beams,0.0,0.0,0.013176187395390197,0.07972734578146198,0.0,0.009165455496521048,0.0028361623897705255,0.051047712498230854
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/102July 2004, Issue 6/paper3.txt",An investigation of structural optimization in crashworthiness design using a stochastic approach,0.04173404471095936,0.012120234642984553,0.019768643816523608,0.0,0.012048948419816624,0.03657458694143039,0.02623413198039069,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/102July 2004, Issue 6/paper4.txt",A comparative study of software systems from the optimization viewpoint,0.05475114260922933,0.013042092611013465,0.03731946639895998,0.0,0.0,0.022696985889679194,0.0,0.0030389667916470887
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/102July 2004, Issue 6/paper5.txt",Robust optimization using a gradient index: MEMS applications,0.041695507779105696,0.05509926877508493,0.03162380751763798,0.0,0.021847013790378986,0.013232515460049271,0.00442647504933993,0.012223370010383552
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper1.txt",Optimization of holes in plates for control of eigenfrequencies,0.0,0.0,0.0,0.038873004634541006,0.00021876486066954177,0.0025583432928741718,0.0,0.09991502684594711
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper2.txt",Density-based topological design of structures subjected to water pressure using a parametric loading surface,0.004837693501707672,0.0,0.0,0.036810340523461466,0.0795379732829588,0.0,0.012602972623596151,0.03035578420931893
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper3.txt",Michell structures formed on surfaces of revolution,0.0,0.0,0.0,0.07277127553217876,0.0,0.002055302438909951,0.004752229555700988,0.026347810742491505
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper4.txt",The multi-disciplinary design of a large-scale civil aircraft wing taking account of manufacturing costs,0.0806997340753237,0.0,0.0,0.005538767916678149,0.0,0.0,0.023211547358047514,0.0026107016325190207
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper5.txt",Optimization of the crushing characteristics of triangulated aluminum beverage cans,0.008999731970910162,0.0,0.0029129706386677077,0.04013588715320092,0.0,0.004054537480131667,0.04059878726863212,0.026008668318693213
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper6.txt",Robust shape optimization of notches for fatigue-life extension,0.015568498159554382,0.017606683343398793,0.0,0.0781208975472194,0.0,0.01357181385603006,0.004090017129837505,0.035774438975648616
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper7.txt",The exact weight of discretized Michell trusses for a central point load,0.0021215902085502166,0.0,0.006487505199535244,0.09023974442574971,0.027741067608802898,0.0,0.0,0.010773789947864055
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/103August 2004, Issue 1/paper8.txt",Shape optimization of a bow,0.0040465931860948386,0.0,0.0,0.025981037249112104,0.054281805493349544,0.007105400948958448,0.0,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper1.txt",Error evaluation in approximate reanalysis of structures,0.00461897131771124,0.001795734710639617,0.06841589048244087,0.01283371876435796,0.0,0.015006069100560678,0.025113715634439343,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper10.txt",Parameterization and optimization strategies for the automated design of uPVC profile extrusion dies,0.036865975010375564,0.0017544394133320901,0.016817006959379883,0.0,0.01700597425684193,0.030863377130075392,0.029664274242837588,0.05741098790846642
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper11.txt",Hydrodynamic design using a derivative-free method,0.022084047403341005,0.0,0.007335916764572746,0.0,0.0108518793265881,0.008498845703914364,0.029872643506913883,0.13108608835239913
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper12.txt",Weight optimisation of hinges for light mechanisms: criteria and design aspects,0.022628911443385764,0.0,0.0009042565414345958,0.01559353157311841,0.004896326489370017,0.008156152403137523,0.002909529003554701,0.05826511313264825
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper13.txt",Reliability-based optimum design of cable-stayed bridges,0.040595254601510464,0.03599367149367124,0.04529678423109471,0.01715137958770995,0.0,0.01566840981082837,0.0,0.0049986897100229325
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper14.txt",Structural shape optimisation using boundary elements and the biological growth method,0.0,0.00412954370482644,0.04343073213758227,0.023358655923009626,0.03148411140074447,0.016236219103527048,0.015210830389871033,0.01814449230465704
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper2.txt",Topology optimization for minimum stress design with the homogenization method,0.012365053854495999,0.0015346788421453325,0.0,0.03040386593144056,0.04985074043499667,0.043475020310684814,0.0,0.0046300429012302
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper3.txt","An augmented Lagrangian optimization method for contact analysis problems, 1: formulation and algorithm",0.0,0.00293526742669588,0.01378781409514606,0.022647021632624744,0.0,0.07546292459407462,0.0,0.021358820621911398
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper4.txt","An augmented Lagrangian optimization method for contact analysis problems, 2: numerical evaluation",0.0,0.00830608729618463,0.014777792042525056,0.028599339279849142,0.0,0.1233033272192212,0.0,0.0
"Data_Abstract/Springer Database/Structural and Multidisciplinary Optimization/104September 2004, Issue 2-3/paper5.txt",Why the grain in tree trunks spirals: a mechanical perspective,0.011020724334712812,0.003831901308801259,0.004153464935639333,0.04820906424633952,0.006384752408203018,0.0,0.014009882779451043,0.0
