topic_id,rank,word,weight
0,1,problem,0.8109881750645269
0,2,programming,0.4673347341286056
0,3,problems,0.4553392298399749
0,4,solution,0.3995298576248135
0,5,linear,0.33865648929239445
0,6,method,0.33490659693557057
0,7,nonlinear,0.31417140016548617
0,8,constraints,0.3056428907354449
0,9,convex,0.2758878961005151
0,10,formulation,0.26620057545475995
0,11,present,0.2232174902339129
0,12,integer,0.21435836029341265
0,13,solve,0.2134693991634698
0,14,optimization,0.20441801710022234
0,15,numerical,0.20048924780524352
1,1,model,0.6512473766140028
1,2,network,0.44696433029942945
1,3,production,0.35057811268909844
1,4,models,0.32025281557163243
1,5,gas,0.28715179103858324
1,6,power,0.2712422003132872
1,7,time,0.2346183292375368
1,8,stochastic,0.22656362464943416
1,9,planning,0.2022392770364799
1,10,oil,0.18439538075005363
1,11,networks,0.18368067182756118
1,12,demand,0.17271318801078406
1,13,process,0.17079177653023564
1,14,problem,0.16674581349893755
1,15,cost,0.15937712653455485
2,1,design,0.8926792371633729
2,2,optimization,0.4004000641348693
2,3,shape,0.37610847466350017
2,4,method,0.35510987899966173
2,5,analysis,0.25639522543775
2,6,using,0.22968844599379618
2,7,structural,0.1963502493831329
2,8,variables,0.19595712052891412
2,9,aerodynamic,0.1860678170663887
2,10,sensitivity,0.1803179747267755
2,11,approach,0.17668589297512177
2,12,element,0.17108359760252148
2,13,proposed,0.15964560557778723
2,14,parameters,0.1594768350442668
2,15,procedure,0.15033475687339365
3,1,function,0.5603125104978155
3,2,optimization,0.5008254256627475
3,3,objective,0.35994575761085396
3,4,problems,0.3168585169113749
3,5,algorithm,0.2972715870393942
3,6,algorithms,0.28806283197378524
3,7,functions,0.25282530824441335
3,8,methods,0.24182890017675177
3,9,search,0.23426029922232997
3,10,surrogate,0.2262626112860839
3,11,expensive,0.22062096883169444
3,12,local,0.20266047415629207
3,13,global,0.18645874681684527
3,14,points,0.18213660224145592
3,15,models,0.16487643939100866
4,1,control,0.6931547363184772
4,2,optimal,0.5608264685169047
4,3,trajectory,0.28569756515614286
4,4,algorithm,0.2811798502462905
4,5,approach,0.2015616373913076
4,6,state,0.1903427384529491
4,7,problem,0.17244961941416964
4,8,numerical,0.1722035584967798
4,9,fuzzy,0.15452554113099118
4,10,dynamic,0.1508245397954045
4,11,systems,0.14972989459352226
4,12,hybrid,0.14091316690229017
4,13,used,0.13811500964527543
4,14,proposed,0.13615412536025706
4,15,solution,0.13491679057716854
